subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75821322,238.01,2130,2368,535,537,0.11,50.36,2210,2260,1245,1239,Yes,Hesperapis,EMEC1750532,Hesperapis larreae,larreae,EMEC1750532 Hesperapis larreae.jpg,
75821326,245.0,2178,2423,525,525,0.16,76.32,2185,2261,1171,1164,Yes,Hesperapis,EMEC1750533,Hesperapis larreae,larreae,EMEC1750533 Hesperapis larreae.jpg,
75821330,244.0,2163,2407,662,661,0.15,74.01,2212,2286,1342,1341,No,Hesperapis,EMEC1750534,Hesperapis larreae,larreae,EMEC1750534 Hesperapis larreae.jpg,
75821333,246.01,2176,2422,535,537,0.16,80.06,2229,2309,1326,1329,No,Hesperapis,EMEC1750535,Hesperapis larreae,larreae,EMEC1750535 Hesperapis larreae.jpg,
75821337,240.0,2081,2321,616,616,0.04,21.02,2191,2170,1317,1316,Yes,Hesperapis,EMEC1750536,Hesperapis larreae,larreae,EMEC1750536 Hesperapis larreae.jpg,
75821341,241.01,2275,2516,521,519,0.16,76.03,2200,2276,1311,1313,Yes,Hesperapis,EMEC1750537,Hesperapis larreae,larreae,EMEC1750537 Hesperapis larreae.jpg,
75821343,249.0,2129,2378,520,519,0.16,82.02,2147,2229,1304,1302,Yes,Hesperapis,EMEC1750538,Hesperapis larreae,larreae,EMEC1750538 Hesperapis larreae.jpg,
75821347,248.01,2214,2462,520,518,0.16,79.76,2245,2324,1405,1394,No,Hesperapis,EMEC1750539,Hesperapis larreae,larreae,EMEC1750539 Hesperapis larreae.jpg,
75821350,249.02,2175,2424,503,506,0.15,74.06,2185,2259,1233,1230,Yes,Hesperapis,EMEC1750540,Hesperapis larreae,larreae,EMEC1750540 Hesperapis larreae.jpg,
75821354,244.0,2180,2424,520,521,0.15,71.11,2189,2260,1328,1324,Yes,Hesperapis,EMEC1750541,Hesperapis larreae,larreae,EMEC1750541 Hesperapis larreae.jpg,
75821359,147.0,2229,2376,528,527,0.17,51.01,2230,2281,1263,1262,Yes,Hesperapis,EMEC1750542,Hesperapis larreae,larreae,EMEC1750542 Hesperapis larreae.jpg,
75821363,247.0,2179,2426,520,520,0.17,82.22,2242,2324,1310,1304,Yes,Hesperapis,EMEC1750543,Hesperapis larreae,larreae,EMEC1750543 Hesperapis larreae.jpg,
75821367,144.0,2226,2370,535,536,0.27,77.03,2146,2223,1283,1281,Yes,Hesperapis,EMEC1750544,Hesperapis larreae,larreae,EMEC1750544 Hesperapis larreae.jpg,
75821372,208.72,2197,2391,664,741,0.1,42.3,2248,2290,1350,1345,Yes,Hesperapis,EMEC1750545,Hesperapis larreae,larreae,EMEC1750545 Hesperapis larreae.jpg,
75821378,144.0,2181,2325,526,527,0.14,41.0,2238,2279,1304,1304,Yes,Hesperapis,EMEC1750546,Hesperapis larreae,larreae,EMEC1750546 Hesperapis larreae.jpg,
75821382,243.0,2204,2447,515,516,0.11,52.04,2271,2323,1357,1355,Yes,Hesperapis,EMEC1750547,Hesperapis larreae,larreae,EMEC1750547 Hesperapis larreae.jpg,
75821384,142.01,2256,2398,524,526,0.13,38.05,2304,2342,1358,1356,Yes,Hesperapis,EMEC1750548,Hesperapis larreae,larreae,EMEC1750548 Hesperapis larreae.jpg,
75821386,249.0,2177,2426,517,516,0.08,37.48,2274,2311,1306,1300,No,Hesperapis,EMEC1750549,Hesperapis larreae,larreae,EMEC1750549 Hesperapis larreae.jpg,
75821389,246.05,2218,2464,503,508,0.1,50.01,2055,2105,1322,1321,Yes,Hesperapis,EMEC1750550,Hesperapis larreae,larreae,EMEC1750550 Hesperapis larreae.jpg,
75821399,247.01,2177,2424,514,516,0.17,86.21,2220,2306,1272,1266,Yes,Hesperapis,EMEC1750551,Hesperapis larreae,larreae,EMEC1750551 Hesperapis larreae.jpg,
75821403,239.0,2141,2380,535,536,0.17,81.0,2131,2212,1288,1288,Yes,Hesperapis,EMEC1750552,Hesperapis larreae,larreae,EMEC1750552 Hesperapis larreae.jpg,
75821409,136.01,2230,2366,525,523,0.32,87.01,2154,2241,1314,1313,Yes,Hesperapis,EMEC1750553,Hesperapis larreae,larreae,EMEC1750553 Hesperapis larreae.jpg,
75821413,160.0,2222,2382,524,524,0.23,74.03,2211,2285,1334,1332,Yes,Hesperapis,EMEC1750554,Hesperapis larreae,larreae,EMEC1750554 Hesperapis larreae.jpg,
75821417,50.01,2263,2313,535,534,0.08,8.0,2245,2253,1324,1324,Yes,Hesperapis,EMEC1750555,Hesperapis larreae,larreae,EMEC1750555 Hesperapis larreae.jpg,
75821421,144.01,2253,2397,522,524,0.15,43.42,2309,2352,1296,1290,Yes,Hesperapis,EMEC1750556,Hesperapis larreae,larreae,EMEC1750556 Hesperapis larreae.jpg,
75821425,211.81,2212,2416,657,714,0.16,66.19,2211,2270,1319,1349,Yes,Hesperapis,EMEC1750557,Hesperapis larreae,larreae,EMEC1750557 Hesperapis larreae.jpg,
75821434,238.0,2184,2422,531,531,0.17,80.02,2208,2288,1341,1343,Yes,Hesperapis,EMEC1750558,Hesperapis larreae,larreae,EMEC1750558 Hesperapis larreae.jpg,
75821438,242.0,2181,2423,525,525,0.14,67.36,2226,2293,1324,1317,No,Hesperapis,EMEC1750559,Hesperapis larreae,larreae,EMEC1750559 Hesperapis larreae.jpg,
75821442,246.01,2212,2458,510,512,0.15,74.33,2239,2313,1314,1307,Yes,Hesperapis,EMEC1750560,Hesperapis larreae,larreae,EMEC1750560 Hesperapis larreae.jpg,
75821446,248.01,2195,2443,528,530,0.18,88.2,2224,2312,1309,1303,Yes,Hesperapis,EMEC1750561,Hesperapis larreae,larreae,EMEC1750561 Hesperapis larreae.jpg,
75821450,241.0,1870,2111,481,480,0.17,81.3,2234,2315,1694,1687,Yes,Hesperapis,EMEC1750562,Hesperapis larreae,larreae,EMEC1750562 Hesperapis larreae.jpg,
75821454,243.01,2064,2307,626,624,0.28,136.06,2352,2488,1671,1667,Yes,Hesperapis,EMEC1750563,Hesperapis larreae,larreae,EMEC1750563 Hesperapis larreae.jpg,
75821458,140.0,2185,2325,523,523,0.28,78.01,2234,2312,1271,1270,Yes,Hesperapis,EMEC1750564,Hesperapis larreae,larreae,EMEC1750564 Hesperapis larreae.jpg,
75821462,245.01,2194,2439,528,530,0.16,77.65,2241,2318,1287,1277,No,Hesperapis,EMEC1750565,Hesperapis larreae,larreae,EMEC1750565 Hesperapis larreae.jpg,
75821465,239.05,1870,2109,405,400,0.06,29.12,2297,2325,1609,1601,No,Hesperapis,EMEC1750566,Hesperapis larreae,larreae,EMEC1750566 Hesperapis larreae.jpg,
75821471,245.01,2182,2427,536,534,0.14,69.01,2240,2309,1287,1286,Yes,Hesperapis,EMEC1750567,Hesperapis larreae,larreae,EMEC1750567 Hesperapis larreae.jpg,
75821476,196.98,2208,2400,651,695,0.23,89.09,2231,2320,1334,1330,Yes,Hesperapis,EMEC1750568,Hesperapis larreae,larreae,EMEC1750568 Hesperapis larreae.jpg,
75821480,244.0,2135,2379,522,521,0.18,90.02,2189,2279,1296,1298,Yes,Hesperapis,EMEC1750569,Hesperapis larreae,larreae,EMEC1750569 Hesperapis larreae.jpg,
75821484,49.0,2276,2325,513,513,0.13,13.04,2248,2261,1219,1220,Yes,Hesperapis,EMEC1750570,Hesperapis larreae,larreae,EMEC1750570 Hesperapis larreae.jpg,
75821491,244.0,2177,2421,536,537,0.1,47.27,2215,2262,1271,1276,Yes,Hesperapis,EMEC1750571,Hesperapis larreae,larreae,EMEC1750571 Hesperapis larreae.jpg,
75821497,198.66,2193,2385,659,710,0.18,70.03,2204,2274,1273,1275,Yes,Hesperapis,EMEC1750572,Hesperapis larreae,larreae,EMEC1750572 Hesperapis larreae.jpg,
75821500,243.0,2191,2434,519,520,0.08,39.62,2256,2295,1341,1334,No,Hesperapis,EMEC1750573,Hesperapis larreae,larreae,EMEC1750573 Hesperapis larreae.jpg,
75821504,242.0,2182,2424,515,516,0.14,70.11,2227,2297,1290,1286,Yes,Hesperapis,EMEC1750574,Hesperapis larreae,larreae,EMEC1750574 Hesperapis larreae.jpg,
75821508,245.0,2180,2425,532,533,0.16,77.1,2153,2230,1294,1298,Yes,Hesperapis,EMEC1750575,Hesperapis larreae,larreae,EMEC1750575 Hesperapis larreae.jpg,
75821512,244.0,2178,2422,531,531,0.13,64.38,2212,2276,1297,1290,No,Hesperapis,EMEC1750576,Hesperapis larreae,larreae,EMEC1750576 Hesperapis larreae.jpg,
75821519,246.0,2131,2377,516,517,0.15,76.11,2226,2302,1363,1359,Yes,Hesperapis,EMEC1750577,Hesperapis larreae,larreae,EMEC1750577 Hesperapis larreae.jpg,
75821522,249.02,2178,2427,519,522,0.15,73.01,2207,2280,1348,1347,No,Hesperapis,EMEC1750578,Hesperapis larreae,larreae,EMEC1750578 Hesperapis larreae.jpg,
75821525,242.0,2181,2423,535,534,0.13,64.2,2316,2380,1301,1296,No,Hesperapis,EMEC1750579,Hesperapis larreae,larreae,EMEC1750579 Hesperapis larreae.jpg,
75821528,202.28,2186,2382,677,727,0.21,85.05,2197,2282,1375,1372,Yes,Hesperapis,EMEC1750580,Hesperapis larreae,larreae,EMEC1750580 Hesperapis larreae.jpg,
75821532,151.0,2207,2358,529,530,0.27,82.1,2224,2306,1352,1348,No,Hesperapis,EMEC1750581,Hesperapis larreae,larreae,EMEC1750581 Hesperapis larreae.jpg,
75821535,241.0,2183,2424,522,521,0.17,80.16,2119,2199,1282,1277,Yes,Hesperapis,EMEC1750582,Hesperapis larreae,larreae,EMEC1750582 Hesperapis larreae.jpg,
75821540,146.0,2229,2375,510,509,0.02,7.28,2158,2151,1279,1277,No,Hesperapis,EMEC1750583,Hesperapis larreae,larreae,EMEC1750583 Hesperapis larreae.jpg,
75821546,148.0,2227,2375,443,444,0.03,8.06,2220,2212,1288,1289,No,Hesperapis,EMEC1750584,Hesperapis larreae,larreae,EMEC1750584 Hesperapis larreae.jpg,
75821551,273.85,2279,2539,934,848,0.24,132.92,2479,2592,1577,1507,Yes,Hesperapis,EMEC1750585,Hesperapis larreae,larreae,EMEC1750585 Hesperapis larreae.jpg,
75821555,205.23,2170,2365,645,709,0.19,79.4,2117,2158,1243,1311,Yes,Hesperapis,EMEC1750586,Hesperapis larreae,larreae,EMEC1750586 Hesperapis larreae.jpg,
75821560,115.0,2229,2344,665,664,0.06,13.0,2222,2235,1250,1250,Yes,Hesperapis,EMEC1750587,Hesperapis larreae,larreae,EMEC1750587 Hesperapis larreae.jpg,
75821564,148.0,2227,2375,524,524,0.13,39.05,2216,2255,1333,1335,Yes,Hesperapis,EMEC1750588,Hesperapis larreae,larreae,EMEC1750588 Hesperapis larreae.jpg,
75821570,247.0,1960,2207,603,604,0.17,84.15,2183,2267,1590,1585,Yes,Hesperapis,EMEC1750589,Hesperapis larreae,larreae,EMEC1750589 Hesperapis larreae.jpg,
75821574,245.01,1978,2223,597,595,0.14,68.18,2199,2267,1595,1590,Yes,Hesperapis,EMEC1750590,Hesperapis larreae,larreae,EMEC1750590 Hesperapis larreae.jpg,
75821578,150.0,2048,2198,579,578,0.04,11.4,2263,2274,1573,1570,Yes,Hesperapis,EMEC1750591,Hesperapis larreae,larreae,EMEC1750591 Hesperapis larreae.jpg,
75821582,50.01,2101,2151,602,601,0.45,45.0,2402,2447,1567,1567,Yes,Hesperapis,EMEC1750592,Hesperapis larreae,larreae,EMEC1750592 Hesperapis larreae.jpg,
75821585,246.0,2059,2305,591,592,0.14,68.07,2264,2332,1612,1615,Yes,Hesperapis,EMEC1750593,Hesperapis larreae,larreae,EMEC1750593 Hesperapis larreae.jpg,
75821589,246.0,2054,2300,590,591,0.17,82.02,2423,2505,1395,1393,Yes,Hesperapis,EMEC1750594,Hesperapis larreae,larreae,EMEC1750594 Hesperapis larreae.jpg,
75821592,248.0,1948,2196,589,589,0.14,67.01,2340,2407,1367,1366,Yes,Hesperapis,EMEC1750595,Hesperapis larreae,larreae,EMEC1750595 Hesperapis larreae.jpg,
75821596,114.0,1925,2039,789,789,0.22,49.25,2113,2162,1635,1630,Yes,Hesperapis,EMEC1750596,Hesperapis larreae,larreae,EMEC1750596 Hesperapis larreae.jpg,
75821600,248.0,1976,2224,516,516,0.09,44.1,2374,2418,1554,1551,Yes,Hesperapis,EMEC1750597,Hesperapis larreae,larreae,EMEC1750597 Hesperapis larreae.jpg,
75821606,249.01,2014,2263,589,591,0.08,40.05,2251,2291,1531,1529,Yes,Hesperapis,EMEC1750598,Hesperapis larreae,larreae,EMEC1750598 Hesperapis larreae.jpg,
75821610,122.89,2070,2171,755,825,0.31,75.03,2155,2230,1527,1525,Yes,Hesperapis,EMEC1750599,Hesperapis larreae,larreae,EMEC1750599 Hesperapis larreae.jpg,
75821616,247.01,1966,2213,600,602,0.15,74.06,2151,2225,1550,1553,Yes,Hesperapis,EMEC1750600,Hesperapis larreae,larreae,EMEC1750600 Hesperapis larreae.jpg,
75821619,151.0,2002,2153,563,564,0.25,76.01,2177,2253,1506,1505,Yes,Hesperapis,EMEC1750601,Hesperapis larreae,larreae,EMEC1750601 Hesperapis larreae.jpg,
75821623,249.01,1929,2178,666,664,0.15,74.0,2117,2191,1612,1612,Yes,Hesperapis,EMEC1750602,Hesperapis larreae,larreae,EMEC1750602 Hesperapis larreae.jpg,
75821627,121.08,2019,2123,788,850,0.24,59.03,2105,2164,1591,1593,Yes,Hesperapis,EMEC1750603,Hesperapis larreae,larreae,EMEC1750603 Hesperapis larreae.jpg,
75821631,247.01,1955,2202,590,588,0.15,73.25,2020,2093,1454,1448,Yes,Hesperapis,EMEC1750604,Hesperapis larreae,larreae,EMEC1750604 Hesperapis larreae.jpg,
75821636,213.21,2004,2208,761,823,0.18,74.85,2122,2191,1647,1676,Yes,Hesperapis,EMEC1750605,Hesperapis larreae,larreae,EMEC1750605 Hesperapis larreae.jpg,
75821639,150.0,1978,2128,593,594,0.26,78.03,2093,2171,1425,1427,Yes,Hesperapis,EMEC1750606,Hesperapis larreae,larreae,EMEC1750606 Hesperapis larreae.jpg,
75821643,248.0,2069,2317,595,595,0.13,66.03,2513,2579,1418,1416,Yes,Hesperapis,EMEC1750607,Hesperapis larreae,larreae,EMEC1750607 Hesperapis larreae.jpg,
75821647,244.0,1846,2090,583,583,0.15,72.0,2111,2183,1528,1528,Yes,Hesperapis,EMEC1750608,Hesperapis larreae,larreae,EMEC1750608 Hesperapis larreae.jpg,
75821655,147.0,2040,2187,594,595,0.07,20.88,2251,2271,1578,1572,Yes,Hesperapis,EMEC1750609,Hesperapis larreae,larreae,EMEC1750609 Hesperapis larreae.jpg,
75821659,315.01,2066,2381,855,857,0.14,90.52,2207,2272,1587,1650,Yes,Hesperapis,EMEC1750610,Hesperapis larreae,larreae,EMEC1750610 Hesperapis larreae.jpg,
75821662,247.03,2226,2473,532,536,0.19,94.11,2246,2315,1620,1556,Yes,Hesperapis,EMEC1750611,Hesperapis larreae,larreae,EMEC1750611 Hesperapis larreae.jpg,
75821665,119.0,1932,2051,791,791,0.22,52.04,1922,1974,1589,1591,Yes,Hesperapis,EMEC1750612,Hesperapis larreae,larreae,EMEC1750612 Hesperapis larreae.jpg,
75821669,249.0,1952,2201,696,697,0.14,69.03,2109,2178,1549,1547,Yes,Hesperapis,EMEC1750613,Hesperapis larreae,larreae,EMEC1750613 Hesperapis larreae.jpg,
75821676,51.01,2002,2053,594,595,0.91,93.02,2178,2271,1561,1559,Yes,Hesperapis,EMEC1750614,Hesperapis larreae,larreae,EMEC1750614 Hesperapis larreae.jpg,
75821679,251.01,2041,2292,587,589,0.15,75.03,2389,2464,1556,1558,Yes,Hesperapis,EMEC1750615,Hesperapis larreae,larreae,EMEC1750615 Hesperapis larreae.jpg,
75821683,245.17,2008,2253,578,569,0.19,92.35,2245,2337,1576,1568,Yes,Hesperapis,EMEC1750616,Hesperapis larreae,larreae,EMEC1750616 Hesperapis larreae.jpg,
75821687,246.01,1871,2117,573,575,0.13,63.03,2404,2467,1478,1480,Yes,Hesperapis,EMEC1750617,Hesperapis larreae,larreae,EMEC1750617 Hesperapis larreae.jpg,
75821691,250.03,1968,2218,584,588,0.19,94.13,2165,2259,1566,1571,Yes,Hesperapis,EMEC1750618,Hesperapis larreae,larreae,EMEC1750618 Hesperapis larreae.jpg,
75821697,246.01,1950,2196,576,578,0.16,78.1,2139,2217,1591,1595,Yes,Hesperapis,EMEC1750619,Hesperapis larreae,larreae,EMEC1750619 Hesperapis larreae.jpg,
75821701,327.0,1944,2271,842,843,0.14,89.94,1788,1848,1567,1634,Yes,Hesperapis,EMEC1750620,Hesperapis larreae,larreae,EMEC1750620 Hesperapis larreae.jpg,
75821705,247.0,1934,2181,585,585,0.16,79.1,2038,2117,1586,1582,Yes,Hesperapis,EMEC1750621,Hesperapis larreae,larreae,EMEC1750621 Hesperapis larreae.jpg,
75821709,174.47,2210,2364,918,836,0.42,147.23,2398,2532,1598,1537,Yes,Hesperapis,EMEC1750622,Hesperapis larreae,larreae,EMEC1750622 Hesperapis larreae.jpg,
75821713,51.01,2102,2153,596,595,0.75,76.53,2134,2210,1563,1572,Yes,Hesperapis,EMEC1750623,Hesperapis larreae,larreae,EMEC1750623 Hesperapis larreae.jpg,
75821716,146.0,2117,2263,598,599,0.19,54.33,1818,1872,1584,1590,Yes,Hesperapis,EMEC1750624,Hesperapis larreae,larreae,EMEC1750624 Hesperapis larreae.jpg,
75821719,253.0,1933,2186,575,576,0.19,95.43,1810,1905,1601,1610,Yes,Hesperapis,EMEC1750625,Hesperapis larreae,larreae,EMEC1750625 Hesperapis larreae.jpg,
75821723,148.0,2003,2151,584,585,0.28,83.0,2033,2116,1535,1535,Yes,Hesperapis,EMEC1750626,Hesperapis larreae,larreae,EMEC1750626 Hesperapis larreae.jpg,
75821726,145.0,1901,2046,580,581,0.31,89.02,1893,1982,1607,1609,Yes,Hesperapis,EMEC1750627,Hesperapis larreae,larreae,EMEC1750627 Hesperapis larreae.jpg,
75821730,244.0,1933,2177,594,594,0.16,76.24,2114,2190,1586,1580,Yes,Hesperapis,EMEC1750628,Hesperapis larreae,larreae,EMEC1750628 Hesperapis larreae.jpg,
75821736,239.01,1926,2165,602,604,0.21,102.18,1725,1827,1596,1602,Yes,Hesperapis,EMEC1750629,Hesperapis larreae,larreae,EMEC1750629 Hesperapis larreae.jpg,
75821740,243.01,2072,2315,587,589,0.17,82.49,2125,2207,1551,1560,Yes,Hesperapis,EMEC1750630,Hesperapis larreae,larreae,EMEC1750630 Hesperapis larreae.jpg,
75821744,247.02,1994,2241,574,577,0.15,72.01,2220,2292,1615,1614,Yes,Hesperapis,EMEC1750631,Hesperapis larreae,larreae,EMEC1750631 Hesperapis larreae.jpg,
75821748,245.0,2018,2263,579,579,0.15,75.03,2066,2141,1541,1539,Yes,Hesperapis,EMEC1750632,Hesperapis larreae,larreae,EMEC1750632 Hesperapis larreae.jpg,
75821754,251.01,1950,2201,577,579,0.15,77.41,2168,2245,1572,1564,Yes,Hesperapis,EMEC1750633,Hesperapis larreae,larreae,EMEC1750633 Hesperapis larreae.jpg,
75821758,252.01,1952,2204,594,596,0.18,89.14,2186,2275,1611,1606,Yes,Hesperapis,EMEC1750634,Hesperapis larreae,larreae,EMEC1750634 Hesperapis larreae.jpg,
75821765,244.0,2128,2372,604,605,0.16,79.06,1982,2061,1565,1568,Yes,Hesperapis,EMEC1750635,Hesperapis larreae,larreae,EMEC1750635 Hesperapis larreae.jpg,
75821769,338.94,2179,2364,781,497,0.14,93.19,2346,2439,1436,1430,Yes,Hesperapis,EMEC1750636,Hesperapis larreae,larreae,EMEC1750636 Hesperapis larreae.jpg,
75821773,244.0,2141,2385,591,591,0.16,80.01,2311,2391,1502,1501,Yes,Hesperapis,EMEC1750637,Hesperapis larreae,larreae,EMEC1750637 Hesperapis larreae.jpg,
75821776,247.0,1976,2223,592,592,0.14,71.0,2192,2263,1581,1581,Yes,Hesperapis,EMEC1750638,Hesperapis larreae,larreae,EMEC1750638 Hesperapis larreae.jpg,
75821780,246.0,1936,2182,599,600,0.03,15.0,2185,2200,1626,1626,Yes,Hesperapis,EMEC1750639,Hesperapis larreae,larreae,EMEC1750639 Hesperapis larreae.jpg,
75821783,248.02,2068,2316,575,578,0.17,83.1,2361,2444,1497,1493,Yes,Hesperapis,EMEC1750640,Hesperapis larreae,larreae,EMEC1750640 Hesperapis larreae.jpg,
75821787,244.0,1952,2196,590,591,0.15,71.11,2214,2285,1497,1493,Yes,Hesperapis,EMEC1750641,Hesperapis larreae,larreae,EMEC1750641 Hesperapis larreae.jpg,
75821792,246.01,1963,2209,574,576,0.15,75.17,2183,2258,1628,1623,Yes,Hesperapis,EMEC1750642,Hesperapis larreae,larreae,EMEC1750642 Hesperapis larreae.jpg,
75821795,205.19,2167,2366,764,814,0.2,82.05,2331,2413,1508,1505,Yes,Hesperapis,EMEC1750643,Hesperapis larreae,larreae,EMEC1750643 Hesperapis larreae.jpg,
75821799,247.0,1968,2215,585,584,0.09,46.01,2442,2488,1440,1439,Yes,Hesperapis,EMEC1750644,Hesperapis larreae,larreae,EMEC1750644 Hesperapis larreae.jpg,
75821805,248.0,1949,2197,596,596,0.16,80.01,2201,2281,1571,1570,Yes,Hesperapis,EMEC1750645,Hesperapis larreae,larreae,EMEC1750645 Hesperapis larreae.jpg,
75821809,243.0,1855,2098,510,509,0.12,57.04,2052,2109,1420,1418,Yes,Hesperapis,EMEC1750646,Hesperapis larreae,larreae,EMEC1750646 Hesperapis larreae.jpg,
75821813,251.0,1933,2184,589,588,0.18,91.2,2230,2321,1519,1513,Yes,Hesperapis,EMEC1750647,Hesperapis larreae,larreae,EMEC1750647 Hesperapis larreae.jpg,
75821816,247.0,1935,2182,599,600,0.17,85.0,2198,2283,1542,1542,Yes,Hesperapis,EMEC1750648,Hesperapis larreae,larreae,EMEC1750648 Hesperapis larreae.jpg,
75821820,151.0,1992,2143,591,590,0.28,86.02,2132,2218,1531,1529,Yes,Hesperapis,EMEC1750649,Hesperapis larreae,larreae,EMEC1750649 Hesperapis larreae.jpg,
75821824,248.05,1990,2238,569,574,0.17,83.6,1936,2019,1568,1558,Yes,Hesperapis,EMEC1750650,Hesperapis larreae,larreae,EMEC1750650 Hesperapis larreae.jpg,
75821827,247.0,1940,2187,582,581,0.17,82.02,2139,2221,1584,1582,Yes,Hesperapis,EMEC1750651,Hesperapis larreae,larreae,EMEC1750651 Hesperapis larreae.jpg,
75821831,245.0,1955,2200,596,597,0.17,83.0,2131,2214,1519,1519,Yes,Hesperapis,EMEC1750652,Hesperapis larreae,larreae,EMEC1750652 Hesperapis larreae.jpg,
75821836,249.02,1960,2209,566,569,0.15,76.06,2171,2247,1558,1555,Yes,Hesperapis,EMEC1750653,Hesperapis larreae,larreae,EMEC1750653 Hesperapis larreae.jpg,
75821841,245.0,1933,2178,604,604,0.23,112.04,2108,2220,1576,1573,Yes,Hesperapis,EMEC1750654,Hesperapis larreae,larreae,EMEC1750654 Hesperapis larreae.jpg,
75821844,253.0,1943,2196,587,588,0.18,92.02,2269,2361,1550,1548,Yes,Hesperapis,EMEC1750655,Hesperapis larreae,larreae,EMEC1750655 Hesperapis larreae.jpg,
75821848,245.0,1961,2206,591,592,0.17,82.1,2240,2322,1554,1550,Yes,Hesperapis,EMEC1750656,Hesperapis larreae,larreae,EMEC1750656 Hesperapis larreae.jpg,
75821851,217.88,2020,2227,763,831,0.2,87.0,2189,2252,1540,1600,Yes,Hesperapis,EMEC1750657,Hesperapis larreae,larreae,EMEC1750657 Hesperapis larreae.jpg,
75821855,242.0,1953,2195,604,605,0.2,96.05,2105,2201,1451,1448,Yes,Hesperapis,EMEC1750658,Hesperapis larreae,larreae,EMEC1750658 Hesperapis larreae.jpg,
75821858,146.0,2007,2153,589,590,0.19,54.04,2152,2206,1442,1444,Yes,Hesperapis,EMEC1750659,Hesperapis larreae,larreae,EMEC1750659 Hesperapis larreae.jpg,
75821864,149.0,2013,2162,587,588,0.17,51.24,2152,2203,1482,1487,Yes,Hesperapis,EMEC1750660,Hesperapis larreae,larreae,EMEC1750660 Hesperapis larreae.jpg,
75821868,146.01,2013,2159,537,539,0.19,56.04,2139,2195,1589,1591,Yes,Hesperapis,EMEC1750661,Hesperapis larreae,larreae,EMEC1750661 Hesperapis larreae.jpg,
75821872,244.0,1943,2187,591,590,0.19,94.02,2240,2334,1510,1508,Yes,Hesperapis,EMEC1750662,Hesperapis larreae,larreae,EMEC1750662 Hesperapis larreae.jpg,
75821876,249.0,2019,2268,578,579,0.15,76.01,2328,2404,1529,1528,Yes,Hesperapis,EMEC1750663,Hesperapis larreae,larreae,EMEC1750663 Hesperapis larreae.jpg,
75821880,251.0,2006,2257,570,571,0.14,69.03,2211,2280,1605,1607,Yes,Hesperapis,EMEC1750664,Hesperapis larreae,larreae,EMEC1750664 Hesperapis larreae.jpg,
75821884,159.03,2152,2311,587,590,0.26,82.01,2537,2619,1506,1507,Yes,Hesperapis,EMEC1750665,Hesperapis larreae,larreae,EMEC1750665 Hesperapis larreae.jpg,
75821887,248.0,1989,2237,581,582,0.15,74.01,2206,2280,1615,1614,Yes,Hesperapis,EMEC1750666,Hesperapis larreae,larreae,EMEC1750666 Hesperapis larreae.jpg,
75821891,244.0,2048,2292,590,591,0.16,80.06,2097,2177,1656,1653,Yes,Hesperapis,EMEC1750667,Hesperapis larreae,larreae,EMEC1750667 Hesperapis larreae.jpg,
75821895,148.0,2084,2232,600,601,0.29,87.0,2081,2168,1480,1480,Yes,Hesperapis,EMEC1750668,Hesperapis larreae,larreae,EMEC1750668 Hesperapis larreae.jpg,
75821899,248.0,2092,2340,609,609,0.16,79.03,2369,2448,1496,1498,Yes,Hesperapis,EMEC1750669,Hesperapis larreae,larreae,EMEC1750669 Hesperapis larreae.jpg,
75821902,246.0,2212,2458,603,603,0.16,81.06,2272,2353,1489,1492,Yes,Hesperapis,EMEC1750670,Hesperapis larreae,larreae,EMEC1750670 Hesperapis larreae.jpg,
75821904,247.0,1934,2181,607,607,0.1,48.01,2285,2333,1543,1542,Yes,Hesperapis,EMEC1750671,Hesperapis larreae,larreae,EMEC1750671 Hesperapis larreae.jpg,
75821908,250.01,1978,2228,585,587,0.2,99.05,2198,2297,1563,1560,Yes,Hesperapis,EMEC1750672,Hesperapis larreae,larreae,EMEC1750672 Hesperapis larreae.jpg,
75821911,149.0,2028,2177,610,611,0.15,45.01,2191,2236,1452,1453,Yes,Hesperapis,EMEC1750673,Hesperapis larreae,larreae,EMEC1750673 Hesperapis larreae.jpg,
75821914,249.0,2059,2308,593,592,0.13,63.01,1951,2014,1556,1557,Yes,Hesperapis,EMEC1750674,Hesperapis larreae,larreae,EMEC1750674 Hesperapis larreae.jpg,
75821921,247.0,2002,2249,590,591,0.19,92.05,2477,2569,1448,1451,Yes,Hesperapis,EMEC1750675,Hesperapis larreae,larreae,EMEC1750675 Hesperapis larreae.jpg,
75821924,245.0,1983,2228,601,601,0.1,49.09,2322,2371,1498,1495,Yes,Hesperapis,EMEC1750676,Hesperapis larreae,larreae,EMEC1750676 Hesperapis larreae.jpg,
75821928,208.71,2034,2232,771,837,0.26,107.47,2175,2282,1336,1346,Yes,Hesperapis,EMEC1750677,Hesperapis larreae,larreae,EMEC1750677 Hesperapis larreae.jpg,
